sample_id,label,label_name
ORIC_00038,1,oriC_like
ORIC_00057,1,oriC_like
ORIC_00487,0,non_oriC_like
ORIC_00022,1,oriC_like
ORIC_00088,1,oriC_like
ORIC_01447,0,non_oriC_like
ORIC_01399,0,non_oriC_like
ORIC_01464,0,non_oriC_like
ORIC_00327,0,non_oriC_like
ORIC_00174,1,oriC_like
ORIC_01105,1,oriC_like
ORIC_00432,0,non_oriC_like
ORIC_00781,0,non_oriC_like
ORIC_01482,0,non_oriC_like
ORIC_01000,0,non_oriC_like
ORIC_00298,0,non_oriC_like
ORIC_00370,0,non_oriC_like
ORIC_00333,0,non_oriC_like
ORIC_01481,0,non_oriC_like
ORIC_00866,0,non_oriC_like
ORIC_00234,1,oriC_like
ORIC_01459,0,non_oriC_like
ORIC_01051,1,oriC_like
ORIC_00335,0,non_oriC_like
ORIC_00122,1,oriC_like
ORIC_00801,0,non_oriC_like
ORIC_00594,1,oriC_like
ORIC_00225,1,oriC_like
ORIC_00351,0,non_oriC_like
ORIC_00158,1,oriC_like
ORIC_00665,1,oriC_like
ORIC_01494,0,non_oriC_like
ORIC_00109,1,oriC_like
ORIC_01169,1,oriC_like
ORIC_00249,1,oriC_like
ORIC_01261,0,non_oriC_like
ORIC_00099,1,oriC_like
ORIC_00630,1,oriC_like
ORIC_00509,1,oriC_like
ORIC_00857,0,non_oriC_like
ORIC_00130,1,oriC_like
ORIC_01444,0,non_oriC_like
ORIC_00325,0,non_oriC_like
ORIC_00251,0,non_oriC_like
ORIC_00912,0,non_oriC_like
ORIC_00816,0,non_oriC_like
ORIC_00606,1,oriC_like
ORIC_00105,1,oriC_like
ORIC_00254,0,non_oriC_like
ORIC_00194,1,oriC_like
ORIC_00258,0,non_oriC_like
ORIC_00400,0,non_oriC_like
ORIC_00347,0,non_oriC_like
ORIC_00839,0,non_oriC_like
ORIC_01200,1,oriC_like
ORIC_00047,1,oriC_like
ORIC_01406,0,non_oriC_like
ORIC_00235,1,oriC_like
ORIC_01407,0,non_oriC_like
ORIC_01421,0,non_oriC_like
ORIC_00067,1,oriC_like
ORIC_01453,0,non_oriC_like
ORIC_00007,1,oriC_like
ORIC_00121,1,oriC_like
ORIC_01167,1,oriC_like
ORIC_00686,1,oriC_like
ORIC_00925,0,non_oriC_like
ORIC_00809,0,non_oriC_like
ORIC_01031,1,oriC_like
ORIC_01121,1,oriC_like
ORIC_00567,1,oriC_like
ORIC_00717,1,oriC_like
ORIC_00985,0,non_oriC_like
ORIC_01316,0,non_oriC_like
ORIC_00480,0,non_oriC_like
ORIC_00679,1,oriC_like
ORIC_00126,1,oriC_like
ORIC_00384,0,non_oriC_like
ORIC_00180,1,oriC_like
ORIC_00304,0,non_oriC_like
ORIC_01352,0,non_oriC_like
ORIC_01160,1,oriC_like
ORIC_01130,1,oriC_like
ORIC_00094,1,oriC_like
ORIC_00299,0,non_oriC_like
ORIC_00051,1,oriC_like
ORIC_00577,1,oriC_like
ORIC_01456,0,non_oriC_like
ORIC_01311,0,non_oriC_like
ORIC_00309,0,non_oriC_like
ORIC_00672,1,oriC_like
ORIC_01295,0,non_oriC_like
ORIC_00368,0,non_oriC_like
ORIC_01396,0,non_oriC_like
ORIC_00998,0,non_oriC_like
ORIC_00210,1,oriC_like
ORIC_00597,1,oriC_like
ORIC_00085,1,oriC_like
ORIC_00488,0,non_oriC_like
ORIC_00141,1,oriC_like
ORIC_00250,1,oriC_like
ORIC_00996,0,non_oriC_like
ORIC_00967,0,non_oriC_like
ORIC_01332,0,non_oriC_like
ORIC_01206,1,oriC_like
ORIC_01278,0,non_oriC_like
ORIC_01117,1,oriC_like
ORIC_01426,0,non_oriC_like
ORIC_00689,1,oriC_like
ORIC_00863,0,non_oriC_like
ORIC_01266,0,non_oriC_like
ORIC_00205,1,oriC_like
ORIC_00494,0,non_oriC_like
ORIC_00955,0,non_oriC_like
ORIC_00166,1,oriC_like
ORIC_01125,1,oriC_like
ORIC_00733,1,oriC_like
ORIC_01037,1,oriC_like
ORIC_00949,0,non_oriC_like
ORIC_01217,1,oriC_like
ORIC_01449,0,non_oriC_like
ORIC_01462,0,non_oriC_like
ORIC_00977,0,non_oriC_like
ORIC_01096,1,oriC_like
ORIC_00117,1,oriC_like
ORIC_01373,0,non_oriC_like
ORIC_00242,1,oriC_like
ORIC_01415,0,non_oriC_like
ORIC_00171,1,oriC_like
ORIC_01132,1,oriC_like
ORIC_00601,1,oriC_like
ORIC_01001,1,oriC_like
ORIC_00600,1,oriC_like
ORIC_01158,1,oriC_like
ORIC_00870,0,non_oriC_like
ORIC_00232,1,oriC_like
ORIC_01310,0,non_oriC_like
ORIC_00257,0,non_oriC_like
ORIC_01178,1,oriC_like
ORIC_01104,1,oriC_like
ORIC_01215,1,oriC_like
ORIC_01219,1,oriC_like
ORIC_00213,1,oriC_like
ORIC_00579,1,oriC_like
ORIC_00714,1,oriC_like
ORIC_01086,1,oriC_like
ORIC_00154,1,oriC_like
ORIC_00609,1,oriC_like
ORIC_01141,1,oriC_like
ORIC_01013,1,oriC_like
ORIC_00561,1,oriC_like
ORIC_00011,1,oriC_like
ORIC_00737,1,oriC_like
ORIC_01173,1,oriC_like
ORIC_00595,1,oriC_like
ORIC_00372,0,non_oriC_like
ORIC_00440,0,non_oriC_like
ORIC_01344,0,non_oriC_like
ORIC_01298,0,non_oriC_like
ORIC_01269,0,non_oriC_like
ORIC_00618,1,oriC_like
ORIC_01023,1,oriC_like
ORIC_00885,0,non_oriC_like
ORIC_00107,1,oriC_like
ORIC_00840,0,non_oriC_like
ORIC_00914,0,non_oriC_like
ORIC_01469,0,non_oriC_like
ORIC_01411,0,non_oriC_like
ORIC_00648,1,oriC_like
ORIC_00475,0,non_oriC_like
ORIC_00549,1,oriC_like
ORIC_00667,1,oriC_like
ORIC_00632,1,oriC_like
ORIC_01046,1,oriC_like
ORIC_00178,1,oriC_like
ORIC_00841,0,non_oriC_like
ORIC_01397,0,non_oriC_like
ORIC_00160,1,oriC_like
ORIC_00765,0,non_oriC_like
ORIC_01405,0,non_oriC_like
ORIC_00730,1,oriC_like
ORIC_01182,1,oriC_like
ORIC_00556,1,oriC_like
ORIC_00355,0,non_oriC_like
ORIC_00226,1,oriC_like
ORIC_01323,0,non_oriC_like
ORIC_01162,1,oriC_like
ORIC_01472,0,non_oriC_like
ORIC_01247,1,oriC_like
ORIC_00516,1,oriC_like
ORIC_00510,1,oriC_like
ORIC_00989,0,non_oriC_like
ORIC_00791,0,non_oriC_like
ORIC_01166,1,oriC_like
ORIC_00385,0,non_oriC_like
ORIC_00349,0,non_oriC_like
ORIC_00311,0,non_oriC_like
ORIC_00972,0,non_oriC_like
ORIC_00229,1,oriC_like
ORIC_00026,1,oriC_like
ORIC_00666,1,oriC_like
ORIC_00832,0,non_oriC_like
ORIC_01025,1,oriC_like
ORIC_00517,1,oriC_like
ORIC_01145,1,oriC_like
ORIC_00420,0,non_oriC_like
ORIC_00037,1,oriC_like
ORIC_00850,0,non_oriC_like
ORIC_00001,1,oriC_like
ORIC_01476,0,non_oriC_like
ORIC_00419,0,non_oriC_like
ORIC_00664,1,oriC_like
ORIC_00168,1,oriC_like
ORIC_00709,1,oriC_like
ORIC_00929,0,non_oriC_like
ORIC_01050,1,oriC_like
ORIC_00321,0,non_oriC_like
ORIC_00736,1,oriC_like
ORIC_00053,1,oriC_like
ORIC_00614,1,oriC_like
ORIC_00228,1,oriC_like
ORIC_00721,1,oriC_like
ORIC_00680,1,oriC_like
ORIC_00971,0,non_oriC_like
ORIC_01365,0,non_oriC_like
ORIC_01267,0,non_oriC_like
ORIC_00753,0,non_oriC_like
ORIC_01111,1,oriC_like
ORIC_00301,0,non_oriC_like
ORIC_01229,1,oriC_like
ORIC_00172,1,oriC_like
ORIC_00183,1,oriC_like
ORIC_01454,0,non_oriC_like
ORIC_01434,0,non_oriC_like
ORIC_01338,0,non_oriC_like
ORIC_00661,1,oriC_like
ORIC_00716,1,oriC_like
ORIC_00263,0,non_oriC_like
ORIC_00281,0,non_oriC_like
ORIC_00291,0,non_oriC_like
ORIC_01003,1,oriC_like
ORIC_00726,1,oriC_like
ORIC_00408,0,non_oriC_like
ORIC_00909,0,non_oriC_like
ORIC_00120,1,oriC_like
ORIC_01375,0,non_oriC_like
ORIC_00442,0,non_oriC_like
ORIC_01014,1,oriC_like
ORIC_00132,1,oriC_like
ORIC_01343,0,non_oriC_like
ORIC_00159,1,oriC_like
ORIC_01199,1,oriC_like
ORIC_00616,1,oriC_like
ORIC_00473,0,non_oriC_like
ORIC_00339,0,non_oriC_like
ORIC_00864,0,non_oriC_like
ORIC_00302,0,non_oriC_like
ORIC_00144,1,oriC_like
ORIC_00799,0,non_oriC_like
ORIC_00383,0,non_oriC_like
ORIC_00710,1,oriC_like
ORIC_00439,0,non_oriC_like
ORIC_01270,0,non_oriC_like
ORIC_00965,0,non_oriC_like
ORIC_00270,0,non_oriC_like
ORIC_00454,0,non_oriC_like
ORIC_01315,0,non_oriC_like
ORIC_00755,0,non_oriC_like
ORIC_00705,1,oriC_like
ORIC_00033,1,oriC_like
ORIC_00652,1,oriC_like
ORIC_01301,0,non_oriC_like
ORIC_00777,0,non_oriC_like
ORIC_00896,0,non_oriC_like
ORIC_00360,0,non_oriC_like
ORIC_00818,0,non_oriC_like
ORIC_01259,0,non_oriC_like
ORIC_00467,0,non_oriC_like
ORIC_00343,0,non_oriC_like
ORIC_00558,1,oriC_like
ORIC_00426,0,non_oriC_like
ORIC_00656,1,oriC_like
ORIC_00049,1,oriC_like
ORIC_01035,1,oriC_like
ORIC_01300,0,non_oriC_like
ORIC_00933,0,non_oriC_like
ORIC_01253,0,non_oriC_like
ORIC_01357,0,non_oriC_like
ORIC_01225,1,oriC_like
ORIC_00766,0,non_oriC_like
ORIC_00017,1,oriC_like
ORIC_00657,1,oriC_like
ORIC_01190,1,oriC_like
ORIC_00635,1,oriC_like
ORIC_00700,1,oriC_like
ORIC_01044,1,oriC_like
ORIC_00358,0,non_oriC_like
ORIC_00790,0,non_oriC_like
ORIC_00915,0,non_oriC_like
ORIC_00815,0,non_oriC_like
ORIC_01240,1,oriC_like
ORIC_00789,0,non_oriC_like
ORIC_01232,1,oriC_like
ORIC_01015,1,oriC_like
ORIC_00725,1,oriC_like
ORIC_00518,1,oriC_like
ORIC_01388,0,non_oriC_like
ORIC_01127,1,oriC_like
ORIC_00377,0,non_oriC_like
ORIC_00715,1,oriC_like
ORIC_00256,0,non_oriC_like
ORIC_01020,1,oriC_like
ORIC_01463,0,non_oriC_like
ORIC_00644,1,oriC_like
ORIC_00112,1,oriC_like
ORIC_00019,1,oriC_like
ORIC_01089,1,oriC_like
ORIC_01284,0,non_oriC_like
ORIC_01380,0,non_oriC_like
ORIC_00268,0,non_oriC_like
ORIC_01081,1,oriC_like
ORIC_01353,0,non_oriC_like
ORIC_00499,0,non_oriC_like
ORIC_01268,0,non_oriC_like
ORIC_00314,0,non_oriC_like
ORIC_01289,0,non_oriC_like
ORIC_01006,1,oriC_like
ORIC_00871,0,non_oriC_like
ORIC_00029,1,oriC_like
ORIC_00642,1,oriC_like
ORIC_01339,0,non_oriC_like
ORIC_01427,0,non_oriC_like
ORIC_00574,1,oriC_like
ORIC_01304,0,non_oriC_like
ORIC_00528,1,oriC_like
ORIC_00861,0,non_oriC_like
ORIC_00162,1,oriC_like
ORIC_00584,1,oriC_like
ORIC_00215,1,oriC_like
ORIC_00713,1,oriC_like
ORIC_00706,1,oriC_like
ORIC_00460,0,non_oriC_like
ORIC_01054,1,oriC_like
ORIC_00639,1,oriC_like
ORIC_00012,1,oriC_like
ORIC_00625,1,oriC_like
ORIC_00697,1,oriC_like
ORIC_01045,1,oriC_like
ORIC_00641,1,oriC_like
ORIC_00538,1,oriC_like
ORIC_00670,1,oriC_like
ORIC_00326,0,non_oriC_like
ORIC_01019,1,oriC_like
ORIC_01212,1,oriC_like
ORIC_00348,0,non_oriC_like
ORIC_00812,0,non_oriC_like
ORIC_01188,1,oriC_like
ORIC_00921,0,non_oriC_like
ORIC_01128,1,oriC_like
ORIC_00209,1,oriC_like
ORIC_00429,0,non_oriC_like
ORIC_01371,0,non_oriC_like
ORIC_00617,1,oriC_like
ORIC_00406,0,non_oriC_like
ORIC_01205,1,oriC_like
ORIC_00501,1,oriC_like
ORIC_00678,1,oriC_like
ORIC_00578,1,oriC_like
ORIC_00785,0,non_oriC_like
ORIC_00237,1,oriC_like
ORIC_00101,1,oriC_like
ORIC_01189,1,oriC_like
ORIC_00918,0,non_oriC_like
ORIC_00643,1,oriC_like
ORIC_00622,1,oriC_like
ORIC_01210,1,oriC_like
ORIC_01475,0,non_oriC_like
ORIC_01227,1,oriC_like
ORIC_00926,0,non_oriC_like
ORIC_00582,1,oriC_like
ORIC_00447,0,non_oriC_like
ORIC_00882,0,non_oriC_like
ORIC_00939,0,non_oriC_like
ORIC_01461,0,non_oriC_like
ORIC_00203,1,oriC_like
ORIC_00424,0,non_oriC_like
ORIC_01186,1,oriC_like
ORIC_00798,0,non_oriC_like
ORIC_00201,1,oriC_like
ORIC_00904,0,non_oriC_like
ORIC_00129,1,oriC_like
ORIC_00324,0,non_oriC_like
ORIC_01256,0,non_oriC_like
ORIC_00886,0,non_oriC_like
ORIC_01418,0,non_oriC_like
ORIC_00076,1,oriC_like
ORIC_01161,1,oriC_like
ORIC_01281,0,non_oriC_like
ORIC_00389,0,non_oriC_like
ORIC_00750,1,oriC_like
ORIC_00453,0,non_oriC_like
ORIC_00217,1,oriC_like
ORIC_01496,0,non_oriC_like
ORIC_01262,0,non_oriC_like
ORIC_01090,1,oriC_like
ORIC_01395,0,non_oriC_like
ORIC_00446,0,non_oriC_like
ORIC_00878,0,non_oriC_like
ORIC_01136,1,oriC_like
ORIC_01348,0,non_oriC_like
ORIC_00238,1,oriC_like
ORIC_01383,0,non_oriC_like
ORIC_00374,0,non_oriC_like
ORIC_01422,0,non_oriC_like
ORIC_00504,1,oriC_like
ORIC_00313,0,non_oriC_like
ORIC_00691,1,oriC_like
ORIC_01458,0,non_oriC_like
ORIC_00916,0,non_oriC_like
ORIC_00913,0,non_oriC_like
ORIC_00490,0,non_oriC_like
ORIC_00354,0,non_oriC_like
ORIC_01209,1,oriC_like
ORIC_01389,0,non_oriC_like
ORIC_00734,1,oriC_like
ORIC_00502,1,oriC_like
ORIC_00547,1,oriC_like
ORIC_00947,0,non_oriC_like
ORIC_00957,0,non_oriC_like
ORIC_01451,0,non_oriC_like
ORIC_00095,1,oriC_like
ORIC_00731,1,oriC_like
ORIC_00151,1,oriC_like
ORIC_00379,0,non_oriC_like
ORIC_00974,0,non_oriC_like
ORIC_00543,1,oriC_like
ORIC_00554,1,oriC_like
ORIC_01497,0,non_oriC_like
ORIC_00760,0,non_oriC_like
ORIC_00052,1,oriC_like
ORIC_00589,1,oriC_like
ORIC_01129,1,oriC_like
ORIC_01007,1,oriC_like
ORIC_00786,0,non_oriC_like
ORIC_00485,0,non_oriC_like
ORIC_00063,1,oriC_like
ORIC_00103,1,oriC_like
ORIC_01076,1,oriC_like
ORIC_01428,0,non_oriC_like
ORIC_00959,0,non_oriC_like
ORIC_00555,1,oriC_like
ORIC_00559,1,oriC_like
ORIC_01297,0,non_oriC_like
ORIC_00682,1,oriC_like
ORIC_00031,1,oriC_like
ORIC_00397,0,non_oriC_like
ORIC_01354,0,non_oriC_like
ORIC_00023,1,oriC_like
ORIC_00287,0,non_oriC_like
ORIC_00441,0,non_oriC_like
ORIC_00797,0,non_oriC_like
ORIC_00138,1,oriC_like
ORIC_00564,1,oriC_like
ORIC_01203,1,oriC_like
ORIC_00493,0,non_oriC_like
ORIC_00425,0,non_oriC_like
ORIC_00608,1,oriC_like
ORIC_00865,0,non_oriC_like
ORIC_01386,0,non_oriC_like
ORIC_00345,0,non_oriC_like
ORIC_00110,1,oriC_like
ORIC_01390,0,non_oriC_like
ORIC_00727,1,oriC_like
ORIC_00434,0,non_oriC_like
ORIC_01410,0,non_oriC_like
ORIC_01492,0,non_oriC_like
ORIC_00769,0,non_oriC_like
ORIC_00300,0,non_oriC_like
ORIC_00633,1,oriC_like
ORIC_00825,0,non_oriC_like
ORIC_00638,1,oriC_like
ORIC_01429,0,non_oriC_like
ORIC_00070,1,oriC_like
ORIC_01362,0,non_oriC_like
ORIC_00114,1,oriC_like
ORIC_00153,1,oriC_like
ORIC_00534,1,oriC_like
ORIC_01224,1,oriC_like
ORIC_00072,1,oriC_like
ORIC_00588,1,oriC_like
ORIC_01220,1,oriC_like
ORIC_00854,0,non_oriC_like
ORIC_00265,0,non_oriC_like
ORIC_01207,1,oriC_like
ORIC_01150,1,oriC_like
ORIC_01340,0,non_oriC_like
ORIC_01404,0,non_oriC_like
ORIC_01029,1,oriC_like
ORIC_00768,0,non_oriC_like
ORIC_00211,1,oriC_like
ORIC_01378,0,non_oriC_like
ORIC_00478,0,non_oriC_like
ORIC_00058,1,oriC_like
ORIC_01293,0,non_oriC_like
ORIC_00245,1,oriC_like
ORIC_00674,1,oriC_like
ORIC_00048,1,oriC_like
ORIC_00763,0,non_oriC_like
ORIC_00035,1,oriC_like
ORIC_01191,1,oriC_like
ORIC_00199,1,oriC_like
ORIC_00834,0,non_oriC_like
ORIC_01345,0,non_oriC_like
ORIC_01286,0,non_oriC_like
ORIC_00140,1,oriC_like
ORIC_01417,0,non_oriC_like
ORIC_01180,1,oriC_like
ORIC_00647,1,oriC_like
ORIC_01382,0,non_oriC_like
ORIC_00836,0,non_oriC_like
ORIC_01036,1,oriC_like
ORIC_00525,1,oriC_like
ORIC_00907,0,non_oriC_like
ORIC_00350,0,non_oriC_like
ORIC_01202,1,oriC_like
ORIC_00738,1,oriC_like
ORIC_00497,0,non_oriC_like
ORIC_00708,1,oriC_like
ORIC_00410,0,non_oriC_like
ORIC_01435,0,non_oriC_like
ORIC_00489,0,non_oriC_like
ORIC_01061,1,oriC_like
ORIC_00945,0,non_oriC_like
ORIC_00077,1,oriC_like
ORIC_00848,0,non_oriC_like
ORIC_01179,1,oriC_like
ORIC_01255,0,non_oriC_like
ORIC_00620,1,oriC_like
ORIC_01401,0,non_oriC_like
ORIC_00803,0,non_oriC_like
ORIC_00191,1,oriC_like
ORIC_00248,1,oriC_like
ORIC_01230,1,oriC_like
ORIC_01467,0,non_oriC_like
ORIC_00893,0,non_oriC_like
ORIC_00491,0,non_oriC_like
ORIC_00936,0,non_oriC_like
ORIC_01157,1,oriC_like
ORIC_01471,0,non_oriC_like
ORIC_01017,1,oriC_like
ORIC_00663,1,oriC_like
ORIC_00423,0,non_oriC_like
ORIC_00274,0,non_oriC_like
ORIC_00284,0,non_oriC_like
ORIC_00320,0,non_oriC_like
ORIC_01142,1,oriC_like
ORIC_00774,0,non_oriC_like
ORIC_00218,1,oriC_like
ORIC_00036,1,oriC_like
ORIC_00521,1,oriC_like
ORIC_00673,1,oriC_like
ORIC_00277,0,non_oriC_like
ORIC_00604,1,oriC_like
ORIC_00264,0,non_oriC_like
ORIC_00002,1,oriC_like
ORIC_00100,1,oriC_like
ORIC_01443,0,non_oriC_like
ORIC_00066,1,oriC_like
ORIC_01326,0,non_oriC_like
ORIC_00342,0,non_oriC_like
ORIC_00728,1,oriC_like
ORIC_00223,1,oriC_like
ORIC_00830,0,non_oriC_like
ORIC_00804,0,non_oriC_like
ORIC_01321,0,non_oriC_like
ORIC_00059,1,oriC_like
ORIC_00405,0,non_oriC_like
ORIC_00636,1,oriC_like
ORIC_01075,1,oriC_like
ORIC_01474,0,non_oriC_like
ORIC_00357,0,non_oriC_like
ORIC_00124,1,oriC_like
ORIC_01159,1,oriC_like
ORIC_00271,0,non_oriC_like
ORIC_00783,0,non_oriC_like
ORIC_00362,0,non_oriC_like
ORIC_01032,1,oriC_like
ORIC_00376,0,non_oriC_like
ORIC_00305,0,non_oriC_like
ORIC_00675,1,oriC_like
ORIC_01216,1,oriC_like
ORIC_01477,0,non_oriC_like
ORIC_00286,0,non_oriC_like
ORIC_00905,0,non_oriC_like
ORIC_01034,1,oriC_like
ORIC_00772,0,non_oriC_like
ORIC_01237,1,oriC_like
ORIC_00860,0,non_oriC_like
ORIC_01452,0,non_oriC_like
ORIC_00548,1,oriC_like
ORIC_00395,0,non_oriC_like
ORIC_01486,0,non_oriC_like
ORIC_00741,1,oriC_like
ORIC_01403,0,non_oriC_like
ORIC_01055,1,oriC_like
ORIC_01387,0,non_oriC_like
ORIC_01379,0,non_oriC_like
ORIC_00411,0,non_oriC_like
ORIC_00776,0,non_oriC_like
ORIC_00838,0,non_oriC_like
ORIC_00091,1,oriC_like
ORIC_00187,1,oriC_like
ORIC_00083,1,oriC_like
ORIC_00793,0,non_oriC_like
ORIC_01251,0,non_oriC_like
ORIC_00810,0,non_oriC_like
ORIC_00359,0,non_oriC_like
ORIC_01174,1,oriC_like
ORIC_01226,1,oriC_like
ORIC_01223,1,oriC_like
ORIC_00102,1,oriC_like
ORIC_01071,1,oriC_like
ORIC_00591,1,oriC_like
ORIC_00986,0,non_oriC_like
ORIC_00020,1,oriC_like
ORIC_01439,0,non_oriC_like
ORIC_00659,1,oriC_like
ORIC_01448,0,non_oriC_like
ORIC_00065,1,oriC_like
ORIC_00055,1,oriC_like
ORIC_00392,0,non_oriC_like
ORIC_01368,0,non_oriC_like
ORIC_00539,1,oriC_like
ORIC_01308,0,non_oriC_like
ORIC_00167,1,oriC_like
ORIC_01276,0,non_oriC_like
ORIC_00118,1,oriC_like
ORIC_00626,1,oriC_like
ORIC_00770,0,non_oriC_like
ORIC_01084,1,oriC_like
ORIC_00195,1,oriC_like
ORIC_00883,0,non_oriC_like
ORIC_01213,1,oriC_like
ORIC_00192,1,oriC_like
ORIC_01274,0,non_oriC_like
ORIC_01039,1,oriC_like
ORIC_00746,1,oriC_like
ORIC_00318,0,non_oriC_like
ORIC_01154,1,oriC_like
ORIC_00847,0,non_oriC_like
ORIC_01184,1,oriC_like
ORIC_00833,0,non_oriC_like
ORIC_00747,1,oriC_like
ORIC_00034,1,oriC_like
ORIC_01059,1,oriC_like
ORIC_00950,0,non_oriC_like
ORIC_01319,0,non_oriC_like
ORIC_00176,1,oriC_like
ORIC_00409,0,non_oriC_like
ORIC_00545,1,oriC_like
ORIC_01138,1,oriC_like
ORIC_01361,0,non_oriC_like
ORIC_00230,1,oriC_like
ORIC_01283,0,non_oriC_like
ORIC_00338,0,non_oriC_like
ORIC_01500,0,non_oriC_like
ORIC_00316,0,non_oriC_like
ORIC_00968,0,non_oriC_like
ORIC_00319,0,non_oriC_like
ORIC_01264,0,non_oriC_like
ORIC_00288,0,non_oriC_like
ORIC_01056,1,oriC_like
ORIC_01172,1,oriC_like
ORIC_00612,1,oriC_like
ORIC_01392,0,non_oriC_like
ORIC_00236,1,oriC_like
ORIC_00660,1,oriC_like
ORIC_00418,0,non_oriC_like
ORIC_01078,1,oriC_like
ORIC_00759,0,non_oriC_like
ORIC_00828,0,non_oriC_like
ORIC_00901,0,non_oriC_like
ORIC_01077,1,oriC_like
ORIC_00533,1,oriC_like
ORIC_00056,1,oriC_like
ORIC_00503,1,oriC_like
ORIC_00992,0,non_oriC_like
ORIC_00356,0,non_oriC_like
ORIC_00990,0,non_oriC_like
ORIC_01091,1,oriC_like
ORIC_00352,0,non_oriC_like
ORIC_00581,1,oriC_like
ORIC_00252,0,non_oriC_like
